title,content,tokens
Page 318,"Creating your first template-driven Angular form 295 } formSubmit(form: NgForm): void { const { app, version } = form.value; const newLog: ReleaseLog = new ReleaseLog(app, version) this.newReleaseLog.emit(newLog); } } 9. Update the template now to use the formSubmit method on the form's submission and modify the release-form.component.html file as follows: <form #releaseForm=""ngForm"" (ngSubmit)=""formSubmit(releaseForm)""> ... </form> 10. We now need to modify VersionControlComponent to be able to act on the new release log emitted. In order to do so, modify the version-control. component.html file to listen to the newReleaseLog output event from ReleaseFormComponent as follows: <div class=""version-control""> <app-release-form (newReleaseLog)=""addNewReleaseLog ($event)""></app-release-form> <app-release-logs [logs]=""releaseLogs""></app-release- logs> </div> 11. Cool! Let's create the addNewReleaseLog method in the version-control. component.ts file and add the ReleaseLog received to the releaseLogs array. Y our code should look as follows: ... export class VersionControlComponent implements OnInit { releaseLogs: ReleaseLog[] = []; ...",297
Page 319,"296 Mastering Angular Forms addNewReleaseLog(log: ReleaseLog) { this.releaseLogs.unshift(log); } } Awesome! Within a few minutes, we were able to create our first template-driven form in Angular. If you refresh the app now and try creating some releases, you should see something similar to the following: Figure 8.2 – Template-driven forms app final output Now that you know how the template-driven forms are created, let's see the next section to understand how it works.",112
Page 320,"Form validation with template-driven forms 297 How it works… The key to using template-driven forms in Angular resides in FormsModule , the ngForm directive, by creating a template variable using the ngForm directive and using the [(ngModel)] two-way data binding along with the name attributes for inputs in the template. We began by creating a simple form with some inputs. Then, we added the FormsModule , which is necessary for using the ngForm directive and the [(ngModel)] two-way data binding. Once we added the module, we could use both the directive and the data binding with our newly created local property named newLog in the ReleaseFormComponent . Notice that it could be an instance of the ReleaseLog class, but we kept it as an object of the IReleaseLog type instead because we don't want the ReleaseLog class's message property as we don't use it. With the [(ngModel)] usages and the #releaseForm template variable in place, we could submit the form using the ngSubmit emitter of Angular's <form> directive. Notice that we pass the releaseForm variable to the formSubmit method, which makes it easier to test the functionality for us. Upon submitting the form, we use the form's value to create a new ReleaseLog item and we emit it using the newReleaseLog output emitter. Notice that if you provide an invalid version for the new release log, the app will throw an error and will not create a release log. This is because we validate the version in the constructor of the ReleaseLog class. Finally, when this newReleaseLog event is captured by VersionControlComponent , it calls the addNewReleaseLog method, which adds our newly created release log to the releaseLogs array. And since the releaseLogs array is passed as an @Input() to ReleaseLogsComponent , it immediately shows it right away. See also • Building a template-driven form in Angular: https://angular.io/guide/ forms#building-a-template-driven-form Form validation with template-driven forms A great user experience is key to acquiring more users that love to use your applications. And using forms is one of those things that users don't really enjoy. To make sure that users spend the least amount of time filling in forms and are done with them faster, we can implement form validation to make sure that users enter the appropriate data a.s.a.p. In this recipe, we're going to look at how we can implement form validation in template-driven forms.",523
Page 321,"298 Mastering Angular Forms Getting ready The project for this recipe resides in chapter08/start_here/tdf-form- validation : 1. Open the project in Visual Studio Code. 2. Open the terminal and run npm install to install the dependencies of the project. 3. Once done, run ng serve -o . This should open the app in a new browser tab and you should see the app as follows: Figure 8.3 – TDF form validation app running on http://localhost:4200 Now that we have the app running locally, let's see the steps involved in this recipe in the next section.",130
Page 322,"Form validation with template-driven forms 299 How to do it… We now have the app from the previous recipe, a simple Angular app with one template-driven form using the ngForm and ngModel directives. The form is used to create release logs. In this recipe, we're going to make this form better in terms of validating the input as the user types the input. Let's get started: 1. First of all, we'll add some validators from the @angular/forms package that are part of the Reactive forms API. We'll apply the required validation to both inputs and a regex validation on the version input. We need to create template variables for both our inputs. We will name them nameInput and versionInput , respectively. Modify the code in the release-form.component.html file so that it looks as follows: <form #releaseForm=""ngForm"" (ngSubmit)=""formSubmit(releaseForm)""> <div class=""form-group""> <label for=""appName"">Select App</label> <select #nameInput=""ngModel"" name=""app"" [(ngModel)]=""newLog.app"" class=""form-control"" id=""appName"" required> <option value="""">--Choose--</option> <option *ngFor=""let app of apps"" [value]=""app"">{{app}}</option> </select> </div> <div class=""form-group""> <label for=""versionNumber"">Version Number</label> <input #versionInput=""ngModel"" name=""version"" [(ngModel)]=""newLog.version"" type=""text"" class=""form-control"" id=""versionNumber"" aria- describedby=""versionHelp"" placeholder=""Enter version number"" required> <small id=""versionHelp"" class=""form-text text-muted"">Use semantic versioning (x.x.x)</small> </div> <button type=""submit"" class=""btn btn-primary""> Submit</button> </form>",423
Page 323,"300 Mastering Angular Forms 2. We can now use the template variables to apply validations. Let's start with the name input. In terms of validation, the name input shouldn't be empty and an app should be selected from the select box. Let's show a default Bootstrap alert when the input is invalid. Modify the code in the release-form.component.html file. It should look as follows: <form #releaseForm=""ngForm"" (ngSubmit)=""formSubmit(releaseForm)""> <div class=""form-group""> <label for=""appName"">Select App</label> <select #nameInput=""ngModel"" name=""app"" [(ngModel)]=""newLog.app"" class=""form-control"" id=""appName"" required> <option value="""">--Choose--</option> <option *ngFor=""let app of apps"" [value]=""app"">{{app}}</option> </select> <div [hidden]=""nameInput.valid || nameInput.pristine"" class=""alert alert-danger""> Please choose an app </div> </div> <div class=""form-group""> ... </div> <button type=""submit"" class=""btn btn-primary"">Submit </button> </form> 3. To validate the version name input, we need to apply the SEMANTIC_VERSION regex from our src/app/constants/regexes.ts file. Add the constant as a local property in the ReleaseFormComponent class to the release-form. component.ts file as follows: ... import { Apps } from 'src/app/constants/apps'; import { REGEXES } from 'src/app/constants/regexes'; ... export class ReleaseFormComponent implements OnInit {",377
Page 324,"Form validation with template-driven forms 301 @Output() newReleaseLog = new EventEmitter<ReleaseLog>(); apps = Object.values(Apps); versionInputRegex = REGEXES.SEMANTIC_VERSION; ... } 4. Now, use versionInputRegex in the template to apply the validation and show the related error as well. Modify the release-form.component.html file so that the code looks as follows: <form #releaseForm=""ngForm"" (ngSubmit)=""formSubmit(releaseForm)""> <div class=""form-group""> ... </div> <div class=""form-group""> <label for=""versionNumber"">Version Number</label> <input #versionInput=""ngModel"" [pattern]=""versionInputRegex"" name=""version"" [(ngModel)]=""newLog.version"" type=""text"" class=""form-control"" id=""versionNumber"" aria- describedby=""versionHelp"" placeholder=""Enter version number"" required> <small id=""versionHelp"" class=""form-text text-muted"">Use semantic versioning (x.x.x)</small> <div [hidden]=""versionInput.value && (versionInput.valid || versionInput.pristine)"" class=""alert alert-danger"" > Please write an appropriate version number </div> </div> <button type=""submit"" class=""btn btn-primary""> Submit</button> </form>",308
Page 325,"302 Mastering Angular Forms 5. Refresh the app and try to invalidate both inputs by selecting the first option named --Choose-- from the Select App drop-down menu and by emptying the version input field. Y ou should see the following errors: Figure 8.4 – Displaying input errors using ngModel and validation 6. Next, we're going to add some styles to make our inputs more visual when it comes to validation. Let's add some styles to the release-form.component.scss file as follows: :host { /* Error messages */ .alert { margin-top: 16px; } /* Valid form input */ .ng-valid[required], .ng-valid.required { border-bottom: 3px solid #259f2b;",162
Page 326,"Form validation with template-driven forms 303 } /* Invalid form input */ .ng-invalid:not(form) { border-bottom: 3px solid #c92421; } } 7. Finally, let's make the validation around the form submission. We'll disable the Submit button if the inputs do not have valid values. Let's modify the template in release-form.component.html as follows: <form #releaseForm=""ngForm"" (ngSubmit)=""formSubmit(releaseForm)""> <div class=""form-group""> ... </div> <div class=""form-group""> ... </div> <button type=""submit"" [disabled]=""releaseForm.invalid"" class=""btn btn-primary"">Submit</button> </form> If you refresh the app now, you'll see that the submit button is disabled whenever one or more inputs are invalid. Great! Y ou just learned how to validate template-driven forms and to make the overall user experience with template-driven forms slightly better.",218
Page 327,"304 Mastering Angular Forms How it works… The core components of this recipe were the ngForm and ngModel directives. We could easily identify whether the submit button should be clickable (not disabled) or not based on whether the form is valid, that is, if all the inputs in the form have valid values. Note that we used the template variable created using the #releaseForm=""ngForm"" syntax on the <form> element. This is possible due to the ability of the ngForm directive to be exported into a template variable. Therefore, we were able to use the releaseForm. invalid property in the [disabled] binding of the submit button to conditionally disable it. We also showed the errors on individual inputs based on the condition that the input might be invalid. In this case, we show the Bootstrap alert element ( a <div> with the CSS class alert ). We also use Angular's provided classes, ng-valid and ng-invalid , on the form inputs to highlight the input in a certain way depending on the validity of the input's value. What's interesting about this recipe is that we validated the app name's input by making sure it contains a non-falsy value where the first <option> of the <select> box has the value """". And what's even more fun is that we also validated the version name right when the user types it using the [pattern] binding on the input to a regex. Otherwise, we'd have to wait for the user to submit the form, and then it would have been validated. Thus, we're providing a great user experience by providing the errors as the user types the version. See also • Show and hide validation error messages (Angular Docs): https://angular. io/guide/forms#show-and-hide-validation-error-messages • NgForm docs: https://angular.io/api/forms/NgForm Testing template-driven forms To make sure we build robust and bug-free forms for end users, it is a really good idea to have tests relating to your forms. It makes the code more resilient and less prone to errors. In this recipe, you'll learn how to test your template-driven forms using unit tests. Getting ready The project for this recipe resides in chapter08/start_here/testing-td-forms : 1. Open the project in Visual Studio Code. 2. Open the terminal and run npm install to install the dependencies of the project.",512
Page 328,"Testing template-driven forms 305 3. Once done, run ng serve -o . This should open the app in a new browser tab and you should see the app as follows: Figure 8.5 – The Testing Template-Driven Forms app running on http://localhost:4200 Now that we have the app running locally, let's see the steps involved in this recipe in the next section. How to do it… We have the app from the previous recipe that contains a template-driven form used to create release logs. The form also has validations applied to the inputs. Let's start looking into how we can test this form: 1. First of all, run the following command to run the unit tests: npm run test",152
Page 329,"306 Mastering Angular Forms Once the command is run, you should see a new instance of the Chrome window being opened that runs the unit tests. One test out of the six we have has failed. Y ou will probably see something like the following in the automated Chrome window: Figure 8.6 – Unit tests with Karma and Jasmine running in an automated Chrome window 2. The ReleaseFormComponent > should create test is failing because we don't have FormsModule added to the tests. Notice the Export of name 'ngForm' not found error. Let's import FormsModule into the testing module's configuration in release-form.component.spec.ts as follows: import { ComponentFixture, TestBed } from '@angular/core/ testing'; import { FormsModule } from '@angular/forms'; import { ReleaseFormComponent } from './release-form. component'; describe('ReleaseFormComponent', () => { ... beforeEach(async () => {",202
Page 330,"Testing template-driven forms 307 await TestBed.configureTestingModule({ declarations: [ ReleaseFormComponent ], imports: [ FormsModule ] }) .compileComponents(); }); ... it('should create', () => { expect(component).toBeTruthy(); }); }); If you look at the tests now, you should see all the tests passing as follows: Figure 8.7 – All tests pass after importing FormsModule into the appropriate test To test the form correctly, we'll add a couple of tests, one for successful input and one for each invalid input. For that, we need to access the form in our component since we're writing unit tests.",138
Page 331,"308 Mastering Angular Forms 3. Let's access the #releaseForm in our component class using the @ViewChild() decorator in the release-form.component.ts file as follows: import { Component, EventEmitter, OnInit, Output, ViewChild } from '@angular/core'; ... @Component({ selector: 'app-release-form', templateUrl: './release-form.component.html', styleUrls: ['./release-form.component.scss'] }) export class ReleaseFormComponent implements OnInit { @Output() newReleaseLog = new EventEmitter<ReleaseLog>(); @ViewChild('releaseForm') releaseForm: NgForm; apps = Object.values(Apps); versionInputRegex = REGEXES.SEMANTIC_VERSION; ... } 4. Let's add a new test now. We'll write a test that should validate the case for when both the inputs have valid values. Add the test to the release-form. component.spec.ts file as follows: import { ComponentFixture, TestBed, fakeAsync } from '@ angular/core/testing'; import { ReleaseFormComponent } from './release-form. component'; describe('ReleaseFormComponent', () => { ... it('should create', () => { expect(component).toBeTruthy(); }); it('should submit a new release log with the correct input values', fakeAsync( () => {",304
Page 332,"Testing template-driven forms 309 expect(true).toBeFalsy(); })); }); 5. The new test is failing so far. Let's try to fill the values in the form, submit the button, and make sure that our @Output emitter named newReleaseLog emits the correct value from releaseForm . The content of the test should look as follows: ... import { ReleaseLog } from 'src/app/classes/release-log'; ... it('should submit a new release log with the correct input values', fakeAsync(async () => { const submitButton = fixture.nativeElement. querySelector('button[type=""submit""]'); const CALENDAR_APP = component.apps[2]; spyOn(component.newReleaseLog, 'emit'); await fixture.whenStable(); // wait for Angular to configure the form component.releaseForm.controls[ 'version'].setValue('2.2.2'); component.releaseForm.controls[ 'app'].setValue(CALENDAR_APP); submitButton.click(); const expectedReleaseLog = new ReleaseLog(CALENDAR_ APP, '2.2.2'); expect(component.newReleaseLog.emit) .toHaveBeenCalledWith(expectedReleaseLog); }));",278
Page 333,"310 Mastering Angular Forms When you save the file, you should see the new test passing with the expected values. It should appear as follows in the Chrome tab: Figure 8.8 – New test for successful form submission passing 6. Let's add a test for the case when we have an incorrect version provided in the form. The submit button should be disabled and we should have an error thrown by the formSubmit method. Add a new test to your release-form.component. spec.ts file as follows: ... describe('ReleaseFormComponent', () => { ... it('should submit a new release log with the correct input values', fakeAsync(async () => { const submitButton = fixture.nativeElement. querySelector('button[type=""submit""]'); const CALENDAR_APP = component.apps[2]; spyOn(component.newReleaseLog, 'emit'); await fixture.whenStable(); // wait for Angular to configure the form const expectedError = 'Invalid version provided.",211
Page 334,"Testing template-driven forms 311 Please provide a valid version as (major.minor.patch)'; component.releaseForm.controls[ 'version'].setValue('x.x.x'); component.releaseForm.controls[ 'app'].setValue(CALENDAR_APP); expect(() => component.formSubmit(component. releaseForm)) .toThrowError(expectedError); fixture.detectChanges(); expect(submitButton.hasAttribute( 'disabled')).toBe(true); expect(component.newReleaseLog.emit) .not.toHaveBeenCalled(); })); }); 7. Let's add our final test, which makes sure that the submit button is disabled when we have not selected an app for the release log. Add a new test to the release- form.component.spec.ts file as follows: ... describe('ReleaseFormComponent', () => { ... it('should disable the submit button when we don\'t have an app selected', fakeAsync(async () => { const submitButton = fixture.nativeElement. querySelector('button[type=""submit""]'); spyOn(component.newReleaseLog, 'emit'); await fixture.whenStable(); // wait for Angular to configure the form component.releaseForm.controls[ 'version'].setValue('2.2.2'); component.releaseForm.controls[ 'app'].setValue(null); fixture.detectChanges(); expect(submitButton.hasAttribute( 'disabled')).toBe(true);",331
Page 335,"312 Mastering Angular Forms expect(component.newReleaseLog.emit ).not.toHaveBeenCalled(); })); }); If you look at the Karma tests window, you should see all the new tests passing as follows: Figure 8.9 – All tests passing for the recipe Awesome! Y ou now know a bunch of techniques for testing your template-driven forms. Some of these techniques might still require some explanation. See the next section to understand how it all works.",103
Page 336,"Testing template-driven forms 313 How it works… Testing template-driven forms can be a bit of a challenge as it depends on how complex the form is, what use cases you want to test, and how complex those use cases are. In our recipe, the first thing we did was to include FormsModule in the imports of the test file for ReleaseFormComponent . This makes sure that the tests know the ngForm directive and do not throw relevant errors. For the test with all the successful inputs, we spied on the newReleaseLog emitter's emit event defined in the ReleaseFormComponent class. This is because we know that when the inputs are correct, the user should be able to click the submit button, and as a result, inside the formSubmit method, the emit method of the newReleaseLog emitter will be called. Note that we're using fixture.whenStable() in each of our tests. This is to make sure that Angular has done the compilation and our ngForm , named #releaseForm , is ready. For the should disable the submit button when version is incorrect test, we rely on formSubmit to throw an error. This is because we know that an invalid version will cause an error in the constructor of the ReleaseLog class when creating a new release log. One interesting thing in this test is that we use the following code: expect(() => component.formSubmit(component.releaseForm)) .toThrowError(expectedError); The interesting thing here is that we needed to call the formSubmit method ourselves with releaseForm . We couldn't just do it by writing expect(component. formSubmit(component.releaseForm)).toThrowError(expectedError); because that would rather call the function directly there and would result in the error. So, we need to pass an anonymous function here that Jasmine will call and would expect this anonymous function to throw an error. And finally, we make sure that our submit button is enabled or disabled by first getting the button using a querySelector on fixture. nativeElement . We then check the disabled attribute on the submit button using submitButton.hasAttribute('disabled') . See also • Testing template-driven forms: https://angular.io/guide/forms- overview#testing-template-driven-forms",468
Page 337,"314 Mastering Angular Forms Creating your first Reactive form Y ou've learned about template-driven forms in the previous recipes and are now confident in building Angular apps with them. Now guess what? Reactive forms are even better. Many known engineers and businesses in the Angular community recommend using Reactive forms. The reason is their ease of use when it comes to building complex forms. In this recipe, you'll build your first Reactive form and will learn its basic usage. Getting ready The project for this recipe resides in chapter08/start_here/reactive-forms : 1. Open the project in Visual Studio Code. 2. Open the terminal and run npm install to install the dependencies of the project. 3. Once done , run ng serve -o . 4. Click on the name of the first user and you should see the following view: Figure 8.10 – The Reactive Form app running on http://localhost:4200 Now that we have the app running locally, let's see the steps involved in this recipe in the next section.",218
Page 338,"Creating your first Reactive form 315 How to do it… So far, we have an app that has ReleaseLogsComponent , which shows a bunch of release logs that we create. We also have ReleaseFormComponent , which has a form by means of which the release logs will be created. We now have to make our current form a Reactive form using the Reactive forms API. Let's get started: 1. First of all, we need to import ReactiveFormsModule into the imports of our AppModule . Let's do it by modifying the app.module.ts file as follows: ... import { ReleaseFormComponent } from './components/ release-form/release-form.component'; import { ReactiveFormsModule } from '@angular/forms'; @NgModule({ declarations: [...], imports: [ BrowserModule, AppRoutingModule, ReactiveFormsModule ], providers: [], bootstrap: [AppComponent] }) export class AppModule { } 2. Let's create the Reactive form now. We'll create a FormGroup in our ReleaseFormComponent class with the required controls. Modify the release-form.component.ts file as follows: ... import { FormControl, FormGroup, Validators } from '@ angular/forms'; import { REGEXES } from 'src/app/constants/regexes'; @Component(...) export class ReleaseFormComponent implements OnInit { apps = Object.values(Apps); versionInputRegex = REGEXES.SEMANTIC_VERSION;",326
Page 339,"316 Mastering Angular Forms releaseForm = new FormGroup({ app: new FormControl('', [Validators.required]), version: new FormControl('', [ Validators.required, Validators.pattern(REGEXES.SEMANTIC_VERSION) ]), }) ... } 3. Now that we have the form named releaseForm in place, let's bind it to the form by using it in the template. Modify the release-form.component.html file as follows: <form [formGroup]=""releaseForm""> ... </form> 4. Great! Now that we have the form group bound, we can also bind the individual form controls so that when we finally submit the form, we can get the value out for each individual form control. Modify the release-form.component.html file further as follows: <form [formGroup]=""releaseForm""> <div class=""form-group""> ... <select formControlName=""app"" class=""form-control"" id=""appName"" required> ... </select> </div> <div class=""form-group""> ... <input formControlName=""version"" type=""text"" class=""form-control"" id=""versionNumber"" aria- describedby=""versionHelp"" placeholder=""Enter version number""> <small id=""versionHelp"" class=""form-text text-muted"">Use semantic versioning (x.x.x)</small>",300
Page 340,"Creating your first Reactive form 317 </div> ... </form> 5. Let's decide what will happen when we submit this form. We'll call a method named formSubmit in the template and pass releaseForm in it when the form is submitted. Modify the release-form.component.html file as follows: <form [formGroup]=""releaseForm"" (ngSubmit)=""formSubmit(releaseForm)""> ... </form> 6. The formSubmit method doesn't yet exist. Let's create it now in the ReleaseFormComponent class. We'll also log the value on the console and emit the value using an @Output emitter. Modify the release-form.component. ts file as follows: import { Component, OnInit, Output, EventEmitter } from '@angular/core'; ... import { ReleaseLog } from 'src/app/classes/release-log'; ... @Component(...) export class ReleaseFormComponent implements OnInit { @Output() newReleaseLog = new EventEmitter<ReleaseLog>(); apps = Object.values(Apps); ... formSubmit(form: FormGroup): void { const { app, version } = form.value; console.log({app, version}); const newLog: ReleaseLog = new ReleaseLog(app, version) this.newReleaseLog.emit(newLog); } }",287
Page 341,"318 Mastering Angular Forms If you refresh the app now, complete the form, and hit Submit , you should see a log on the console as follows: Figure 8.11 – Log displaying the values submitted using the Reactive form 7. Since we've emitted the value of the newly created release log via the newReleaseLog output emitter, we can listen to this event in the version- control.component.html file and add the new log accordingly. Let's modify the file as follows: <div class=""version-control""> <app-release-form (newReleaseLog)=""addNewReleaseLog ($event)""></app-release-form> <app-release-logs [logs]=""releaseLogs""> </app-release-logs> </div> 8. Refresh the app and you should see the new release log being added to the release logs view. Y ou should see the logs on the console as well, as shown in the following screenshot: Figure 8.12 – New logs being added to the logs view on form submission",222
Page 342,"Form validation with Reactive forms 319 Awesome! So, now you know how to create a basic Reactive form using the Reactive forms API. Refer to the next section to understand how it all works. How it works… The recipe begins with having a basic HTML form in our Angular app with no Angular magic bound to it. We first started importing ReactiveFormsModule in the AppModule . If you're using the Angular Language Service with the editor of your choice, you might see an error as you import ReactiveFormsModule into the app and don't bind it with a Reactive form, in other words, with a FormGroup . Well, that's what we did. We created a reactive form using the FormGroup constructor and created the relevant form controls using the FormControl constructor. We then listened to the ngSubmit event on the <form> element to extract the value of releaseForm . Once done, we emitted this value using the @Ouput() named newReleaseLog . Notice that we also defined the type of the value that this emitter will emit as IReleaseLog ; it is good practice to define those. This emitter was required because ReleaseLogsComponent is a sibling of ReleaseFormComponent in the component's hierarchy. Therefore, we're communicating through the parent component, VersionControlComponent . Finally, we listen to the newReleaseLog event's emission in the VersionControlComponent template and add a new log to the releaseLogs array via the addNewReleaseLog method. And this releaseLogs array is being passed to ReleaseLogsComponent , which displays all the logs as they're added. See also • Angular's guide to Reactive forms: https://angular.io/guide/reactive- forms Form validation with Reactive forms In the previous recipe, you learned how to create a Reactive form. Now, we're going to learn how to test them. In this recipe, you'll learn some basic principles of testing Reactive forms. We're going to use the same example from the previous recipe (the release logs app) and will implement a number of test cases.",433
Page 343,"320 Mastering Angular Forms Getting ready The project that we are going to work with resides in chapter08/start_here/ validating-reactive-forms inside the cloned repository: 1. Open the project in Visual Studio Code. 2. Open the terminal and run npm install to install the dependencies of the project. 3. Once done, run ng serve -o . This should open the app in a new browser tab and you should see it as follows: Figure 8.13 – The Validating Reactive Forms app running on http://localhost:4200 Now that we have the app running locally, let's see the steps involved in this recipe in the next section.",141
Page 344,"Form validation with Reactive forms 321 How to do it… For this recipe, we're using the Release Logs application that has the Reactive form implemented already, although we don't have any sort of validation on the inputs so far. If you just select an app and submit the form, you'll see an error on the console as follows: Figure 8.14 – Error when submitting the Reactive form app without form validations We're going to incorporate some form validations to enhance the user experience and to make sure that the form can't be submitted with invalid input. Let's begin: 1. We'll first add some validations from the @angular/forms package, which are part of the Reactive Forms API. We'll apply the required validator on both inputs and the pattern validator on the version form control. Update the release- form.component.ts file as follows: import { Component, OnInit, Output, EventEmitter } from '@angular/core'; import { FormControl, FormGroup, Validators } from '@ angular/forms'; ... import { REGEXES } from 'src/app/constants/regexes';",243
Page 345,"322 Mastering Angular Forms @Component({...}) export class ReleaseFormComponent implements OnInit { ... versionInputRegex = REGEXES.SEMANTIC_VERSION; releaseForm = new FormGroup({ app: new FormControl('', Validators.required), version: new FormControl('', [ Validators.required, Validators.pattern(this.versionInputRegex) ]), }) ... } 2. Now we'll add the hints to the view to show the user errors when an invalid input is selected. Modify the release-form.component.html file as follows: <form [formGroup]=""releaseForm"" (ngSubmit)=""formSubmit(releaseForm)""> <div class=""form-group""> <label for=""appName"">Select App</label> <select formControlName=""app"" class=""form-control"" id=""appName""> ... </select> <div [hidden]=""releaseForm.get('app').valid || releaseForm.get('app').pristine"" class=""alert alert-danger""> Please choose an app </div> </div> <div class=""form-group""> ... <small id=""versionHelp"" class=""form-text text-muted"">Use semantic versioning (x.x.x)</small>",272
Page 346,"Form validation with Reactive forms 323 <div [hidden]=""releaseForm.get('version').valid || releaseForm.get('version').pristine"" class=""alert alert-danger""> Please write an appropriate version number </div> </div> <button type=""submit"" class=""btn btn-primary"">Submit </button> </form> 3. We'll also add some styles to show the errors with a better UI. Add the following styles to the release-form.component.scss file: :host { /* Error messages */ .alert { margin-top: 16px; } /* Valid form input */ .ng-valid:not(form), .ng-valid.required { border-bottom: 3px solid #259f2b; } /* Invalid form input */ .ng-invalid:not(form) { border-bottom: 3px solid #c92421; } }",193
Page 347,"324 Mastering Angular Forms Refresh the app and you should see the inputs with red borders when the input values are wrong. The errors once you enter or select an invalid input will look as follows: Figure 8.15 – Red borders shown on invalid input values 4. Finally, let's make the validation around the form submission. We'll disable the Submit button if the inputs do not have valid values. Let's modify the template in release-form.component.html as follows: <form [formGroup]=""releaseForm"" (ngSubmit)=""formSubmit(releaseForm)""> <div class=""form-group""> ... </div> <div class=""form-group""> ... </div> <button type=""submit"" [disabled]=""releaseForm.invalid"" class=""btn btn-primary"">Submit</button> </form>",177
Page 348,"Creating an asynchronous validator function 325 If you refresh the app now, you'll see that the submit button is disabled whenever one or more inputs are invalid. And that concludes the recipe. Let's look at the next section to see how it works. How it works… We started the recipe by adding the validators, and Angular has got a bunch of validators out of the box, including Validators.email , Validators.pattern , and Validators.required . We used the required validator with the pattern validator in our recipe for the inputs for the app name and the version, respectively. After that, to show the hints/errors for invalid inputs, we added some conditional styles to show a border-bottom on the inputs. We also added some <div> elements with class=""alert alert-danger"" , which are basically Bootstrap alerts to show the errors on invalid values for the form controls. Notice that we're using the following pattern to hide the error elements: [hidden]=""releaseForm.get(CONTROL_NAME).valid || releaseForm. get(CONTROL_NAME).pristine"" We're using the condition with .pristine to make sure that as soon as the user selects the correct input and the input is modified, we hide the error again so that it doesn't show while the user is typing in the input or making another selection. Finally, we made sure that the form cannot even be submitted if the values of the form controls are invalid. We disabled the submit button using [disabled]=""releaseForm.invalid"" . See also • Angular docs for validating Reactive forms: https://angular.io/guide/ reactive-forms#validating-form-input Creating an asynchronous validator function Form validations are pretty straightforward in Angular, the reason being the super- awesome validators that Angular provides out of the box. These validators are synchronous, meaning that as soon as you change the input, the validators kick in and provide you with information about the validity of the values right away. But sometimes, you might rely on some validations from a backend API, for instance. These situations would require something called asynchronous validators. In this recipe, you're going to create your first asynchronous validator.",466
Page 349,"326 Mastering Angular Forms Getting ready The project that we are going to work with resides in chapter08/start_here/ asynchronous-validator inside the cloned repository: 1. Open the project in Visual Studio Code. 2. Open the terminal and run npm install to install the dependencies of the project. 3. Once done, run ng serve -o . This should open the app in a new browser tab and you should see something like the following: Figure 8.16 – Asynchronous validators app running on http://localhost:4200 Now that we have the app running, let's see the steps involved in this recipe in the next section.",136
Page 350,"Creating an asynchronous validator function 327 How to do it… We already have some things set up in the release logs app. We have a data.json file residing in the src/assets folder that holds the versions for each of our target apps for the release logs. We'll create an async validator to make sure that the new releases for each of the applications have a greater version than that specified in the data.json file. Let's begin: 1. First, we're going to create the async validator function for the recipe. Let's create a method named versionValidator in the VersionService class in the version.service.ts file as follows: ... import { compareVersion } from 'src/app/utils'; import { AbstractControl, AsyncValidatorFn, ValidationErrors } from '@angular/forms'; import { Observable, of } from 'rxjs'; @Injectable({...}) export class VersionService { ... versionValidator(appNameControl: AbstractControl): AsyncValidatorFn { // code here } ... } 2. We'll now define the content of the validator function. Let's modify the versionValidator method as follows: versionValidator(appNameControl: AbstractControl): AsyncValidatorFn { return (control: AbstractControl): Observable<ValidationErrors> => { // if we don't have an app selected, do not validate if (!appNameControl.value) { return of(null); } return this.getVersionLog().pipe(",322
Page 351,"328 Mastering Angular Forms map(vLog => { const newVersion = control.value; const previousVersion = vLog[appNameControl.value]; // check if the new version is greater than previous version return compareVersion(newVersion, previousVersion) === 1 ? null : { newVersionRequired: previousVersion }; })) } } 3. Now that we have the validator function in place, let's add that to the form control for the version number. Let's modify the release-form.component.ts file as follows: import { Component, OnInit, Output, EventEmitter } from '@angular/core'; import { FormControl, FormGroup, Validators } from '@ angular/forms'; import { IReleaseLog, ReleaseLog } from 'src/app/classes/ release-log'; import { Apps } from 'src/app/constants/apps'; import { REGEXES } from 'src/app/constants/regexes'; import { VersionService } from 'src/app/core/services/ version.service'; @Component({...}) export class ReleaseFormComponent implements OnInit { ... constructor(private versionService: VersionService) { } ngOnInit(): void { this.releaseForm.get('version') .setAsyncValidators( this.versionService.versionValidator( this.releaseForm.get('app') ) )",294
Page 352,"Creating an asynchronous validator function 329 } ... } 4. We will now use the validator to enhance the user's experience of the form by modifying the release-form.component.html file. For ease of usage, let's wrap the content inside an <ng-container> element using the *ngIf directive, and create a variable within the template for the version form control as follows: <form [formGroup]=""releaseForm"" (ngSubmit)=""formSubmit(releaseForm)""> <ng-container *ngIf=""releaseForm.get('version') as versionControl""> <div class=""form-group""> ... </div> <div class=""form-group""> ... </div> <button type=""submit"" [disabled]=""releaseForm. invalid"" class=""btn btn-primary"">Submit</button> </ng-container> </form> 5. Let's now add the error message. We'll use our custom error, newVersionRequired , from the validator function to show the error when the specified version isn't newer than the previous version. Modify the release- form.component.html file as follows: <form [formGroup]=""releaseForm"" (ngSubmit)=""formSubmit(releaseForm)""> <ng-container *ngIf=""releaseForm.get('version') as versionControl""> <div class=""form-group""> ... </div> <div class=""form-group""> <label for=""versionNumber"">Version Number</label> <input formControlName=""version"" type=""text"" class=""form-control"" id=""versionNumber""",336
